Iteration #,Relative Residual
1557,0.00138149
1558,0.00137497
1559,0.00136573
1560,0.00135901
1561,0.00135806
1562,0.00135526
1563,0.00135464
1564,0.00135433
1565,0.00135416
1566,0.00135367
1567,0.00135217
1568,0.00134813
1569,0.00134507
1570,0.00133906
1571,0.00133537
1572,0.00133366
1573,0.00132974
1574,0.00132745
1575,0.00132484
1576,0.00132235
1577,0.00131775
1578,0.00131373
1579,0.00131137
1580,0.00130914
1581,0.00130742
1582,0.00130469
1583,0.00129984
1584,0.00129179
1585,0.00128647
1586,0.00128326
1587,0.001279
1588,0.00127545
1589,0.0012701
1590,0.00125707
1591,0.00124956
1592,0.00124611
1593,0.00124608
1594,0.00124604
1595,0.00124604
1596,0.00124572
1597,0.00124567
1598,0.00124356
1599,0.00124187
1600,0.00124029
1601,0.00123472
1602,0.00122655
1603,0.0012238
1604,0.00122174
1605,0.00121857
1606,0.00121226
1607,0.00120881
1608,0.00119742
1609,0.00119427
1610,0.00119299
1611,0.00119205
1612,0.00119173
1613,0.0011915
1614,0.00119123
1615,0.00119058
1616,0.00118938
1617,0.00118486
1618,0.0011706
1619,0.00113364
1620,0.0010958
1621,0.00108232
1622,0.00106845
1623,0.00106108
1624,0.00105666
1625,0.00105309
1626,0.00104826
1627,0.00104299
1628,0.00104047
1629,0.00103821
1630,0.00103235
1631,0.00102914
1632,0.00102746
1633,0.00102495
1634,0.00102276
1635,0.00102029
1636,0.00101726
1637,0.00101435
1638,0.00101046
1639,0.00100186
1640,0.000997442
1641,0.00099698
1642,0.000996942
1643,0.0009969
1644,0.000996643
1645,0.000994315
1646,0.000983539
1647,0.000974435
1648,0.000967159
1649,0.000965645
1650,0.000962534
1651,0.000961942
1652,0.000960838
1653,0.000960834
1654,0.000960763
1655,0.00096073
1656,0.000959871
1657,0.000959599
1658,0.00095809
1659,0.000957367
1660,0.000956665
1661,0.000951317
1662,0.000946221
1663,0.000940084
1664,0.000935103
1665,0.000933149
1666,0.000930579
1667,0.000926432
1668,0.000923027
1669,0.000919905
1670,0.00091895
1671,0.000918683
1672,0.000918663
1673,0.00091865
1674,0.000918338
1675,0.000915747
1676,0.000910488
1677,0.00087687
1678,0.000811736
1679,0.000720918
1680,0.00055542
1681,0.000485135
1682,0.000445991
1683,0.000417942
1684,0.000403426
1685,0.000393867
1686,0.00037909
1687,0.00036852
1688,0.000365577
1689,0.000362965
1690,0.00035957
1691,0.000358751
1692,0.000358379
1693,0.000358076
1694,0.000357885
1695,0.000357608
1696,0.00035626
1697,0.000354298
1698,0.000352645
1699,0.000348855
1700,0.000346285
1701,0.000345187
1702,0.000344348
1703,0.000344072
1704,0.000344051
1705,0.000344051
1706,0.000343591
